start,end,type,distance,car
2016-12-10T16:39:10.353199+00:00,2016-12-10T17:05:10.192442+00:00,ending,6,BV02819
2016-12-10T16:43:23.592869+00:00,2016-12-10T17:12:48.279359+00:00,starting,7,BV06103
2016-12-10T16:57:01.966684+00:00,2016-12-10T17:44:58.046280+00:00,starting,16000,BV05588
2016-12-10T17:06:05.200496+00:00,2016-12-10T17:33:38.157817+00:00,ending,3,BV05512
2016-12-10T17:11:01.316564+00:00,2016-12-10T17:30:30.067649+00:00,starting,3,BC02093
2016-12-10T17:17:23.788182+00:00,2016-12-10T17:37:00+00:00,starting,4,BV02819
2016-12-10T17:27:12.675382+00:00,2016-12-10T17:53:21.524075+00:00,starting,6,395
2016-12-10T17:27:35.185733+00:00,2016-12-10T18:45:56.375586+00:00,starting,8,1446
2016-12-10T17:32:35.779092+00:00,2016-12-10T17:51:33.535665+00:00,starting,4,666
2016-12-10T17:41:01.489326+00:00,2016-12-10T18:35:46.056460+00:00,ending,9,BC02234
2016-12-10T17:59:07.969485+00:00,2016-12-10T18:58:02.543328+00:00,starting,16,BV05512
2016-12-10T18:00:44.830167+00:00,2016-12-10T18:53:19.065278+00:00,ending,11,1443
2016-12-10T18:08:12.191563+00:00,2016-12-10T18:21:48.544549+00:00,ending,3,BV02819
2016-12-10T18:23:44.638292+00:00,2016-12-10T20:32:37.081972+00:00,starting,29,BV02819
2016-12-10T18:26:29.035295+00:00,2016-12-10T18:46:27.106611+00:00,ending,3,BC02337
2016-12-10T18:49:52.911159+00:00,2016-12-10T19:03:00+00:00,ending,1,BC02093
2016-12-10T18:53:55.294027+00:00,2016-12-10T19:37:18.384314+00:00,ending,10,301
2016-12-10T18:55:51.669535+00:00,2016-12-10T19:16:32.294493+00:00,ending,5,BV01678
2016-12-10T19:02:26.389304+00:00,2016-12-10T19:45:36.421781+00:00,ending,18,BV02648
2016-12-10T19:03:42.302188+00:00,2016-12-10T19:23:31.868944+00:00,starting,5,BC02337
2016-12-10T19:17:06.458326+00:00,2016-12-10T19:58:44.923774+00:00,ending,8,BV05315
2016-12-10T19:20:18.210945+00:00,2016-12-10T19:58:53.493302+00:00,starting,17,BC02234
2016-12-10T19:21:12.074684+00:00,2016-12-10T19:43:24.958722+00:00,ending,9,BV06249
2016-12-10T19:37:34.288575+00:00,2016-12-10T19:51:58.274210+00:00,starting,3,BV01678
2016-12-10T19:51:29.370081+00:00,2016-12-10T20:23:28.711182+00:00,starting,8,301
2016-12-10T20:15:05.449084+00:00,2016-12-10T20:36:24.960205+00:00,ending,6,V1117
2016-12-10T21:32:19.480910+00:00,2016-12-10T21:45:56.928572+00:00,starting,3,BV06249
2016-12-10T22:22:14.850548+00:00,2016-12-10T22:49:45.602005+00:00,ending,7,BV01673
2016-12-10T22:25:36.713329+00:00,2016-12-10T22:53:19.689418+00:00,starting,16,BV05315
2016-12-10T23:02:18.820958+00:00,2016-12-10T23:21:54.301548+00:00,ending,9,V0993
2016-12-10T23:10:37.488537+00:00,2016-12-10T23:33:33.986755+00:00,starting,14,BV01673
2016-12-10T23:10:50.561860+00:00,2016-12-10T23:30:50.860582+00:00,ending,5,145
2016-12-10T23:28:12.125374+00:00,2016-12-10T23:58:07.040892+00:00,starting,20,BC02093
2016-12-10T23:57:57.618947+00:00,2016-12-11T00:57:23.304565+00:00,ending,20,BC02188
2016-12-11T00:03:17.926123+00:00,2016-12-11T00:45:06.414360+00:00,ending,10,C1767
2016-12-11T00:06:54.847014+00:00,2016-12-11T00:52:22.408138+00:00,ending,8,878
2016-12-11T00:25:26.408232+00:00,2016-12-11T00:52:11.182799+00:00,starting,18,145
2016-12-11T00:47:59.348985+00:00,2016-12-11T02:12:10.430074+00:00,starting,29,C1767
2016-12-11T06:15:39.849035+00:00,2016-12-11T06:44:14.548076+00:00,ending,6,BC02188
2016-12-11T06:15:39.849035+00:00,2016-12-11T06:44:14.548076+00:00,starting,6,BC02188
2016-12-11T06:55:08.935816+00:00,2016-12-11T07:43:18.623363+00:00,starting,32,878
2016-12-11T07:30:37.697694+00:00,2016-12-11T07:40:19.912952+00:00,starting,2,BC02188
2016-12-11T07:31:44.989888+00:00,2016-12-11T07:52:33.919269+00:00,ending,8,BC02210
2016-12-11T07:34:50.633059+00:00,2016-12-11T07:50:44.336662+00:00,ending,6,V0602
2016-12-11T08:02:49.822530+00:00,2016-12-11T08:26:26.156885+00:00,starting,8,BC02210
2016-12-11T09:27:32.085458+00:00,2016-12-11T10:34:09.946730+00:00,ending,34,1443
2016-12-11T09:27:32.085458+00:00,2016-12-11T10:34:09.946730+00:00,starting,34,1443
2016-12-11T09:28:27.253479+00:00,2016-12-11T10:04:47.886147+00:00,starting,11,BV02648
2016-12-11T09:36:19.057321+00:00,2016-12-11T10:05:50.603153+00:00,starting,8,V0993
2016-12-11T09:44:56.084200+00:00,2016-12-11T10:05:20.205342+00:00,starting,6,V1117
2016-12-11T09:50:13.884748+00:00,2016-12-11T10:13:56.733256+00:00,ending,11,UV05486
2016-12-11T10:53:05.827214+00:00,2016-12-11T11:14:22.453769+00:00,starting,5,1443
2016-12-11T11:22:47.163496+00:00,2016-12-11T14:05:58.301205+00:00,ending,29,BV05251
2016-12-11T11:30:03.536611+00:00,2016-12-11T11:50:19.397397+00:00,starting,6,UV05486
2016-12-11T11:32:09.561813+00:00,2016-12-11T11:49:22.552234+00:00,ending,4,BV05449
2016-12-11T11:54:10.956185+00:00,2016-12-11T12:09:41.498105+00:00,ending,5,BV01524
2016-12-11T11:58:14.803483+00:00,2016-12-11T12:02:17.848557+00:00,ending,0,BV05449
2016-12-11T11:58:14.803483+00:00,2016-12-11T12:02:17.848557+00:00,starting,0,BV05449
2016-12-11T12:08:11.192866+00:00,2016-12-11T12:58:34.022475+00:00,ending,7,BV02693
2016-12-11T12:10:58.893840+00:00,2016-12-11T12:37:52.765434+00:00,starting,11,BV01524
2016-12-11T12:15:41.373263+00:00,2016-12-11T13:04:28.135077+00:00,ending,18,V0681
2016-12-11T12:19:58.209965+00:00,2016-12-11T12:36:51.374670+00:00,ending,4,V0638
2016-12-11T12:27:13.894667+00:00,2016-12-11T12:53:47.210391+00:00,starting,13,BV05449
2016-12-11T12:55:00.640174+00:00,2016-12-11T14:00:06.951446+00:00,starting,10,V0638
2016-12-11T12:59:22.466936+00:00,2016-12-11T13:49:18.255037+00:00,ending,9,BV02693
2016-12-11T12:59:22.466936+00:00,2016-12-11T13:49:18.255037+00:00,starting,9,BV02693
2016-12-11T12:59:35.952771+00:00,2016-12-11T13:26:33.335540+00:00,ending,6,BV06246
2016-12-11T13:06:17.216968+00:00,2016-12-11T13:31:43.787699+00:00,ending,12,BV02327
2016-12-11T13:17:56.188727+00:00,2016-12-11T13:48:16.808207+00:00,starting,9,V0681
2016-12-11T13:33:24.016807+00:00,2016-12-11T15:39:31.479945+00:00,starting,28,BV06246
2016-12-11T13:57:31.748047+00:00,2016-12-11T14:24:15.693935+00:00,ending,4,BV01540
2016-12-11T13:59:03.670795+00:00,2016-12-11T14:18:59.484041+00:00,ending,5,V0617
2016-12-11T14:02:08.437412+00:00,2016-12-11T14:28:47.449463+00:00,ending,11,BV02633
2016-12-11T14:16:06.990603+00:00,2016-12-11T14:26:06.067365+00:00,starting,2,BV02327
2016-12-11T14:32:40.298286+00:00,2016-12-11T15:05:29.545402+00:00,ending,9,C1776
2016-12-11T14:47:53.331999+00:00,2016-12-11T15:05:55.566840+00:00,starting,4,BV02633
2016-12-11T15:09:10.423664+00:00,2016-12-11T15:33:39.485140+00:00,starting,9,BV02693
2016-12-11T15:09:50.567008+00:00,2016-12-11T15:52:33.655366+00:00,ending,19,C1831
2016-12-11T15:14:30.877784+00:00,2016-12-11T15:48:44.490375+00:00,starting,8,C1776
2016-12-11T15:16:55.087520+00:00,2016-12-11T17:12:27.154351+00:00,ending,37,282
2016-12-11T15:17:07.567244+00:00,2016-12-11T15:43:56.764552+00:00,ending,5,463
2016-12-11T15:27:31.274432+00:00,2016-12-11T16:16:52.393689+00:00,ending,9,BV01491
2016-12-11T15:30:51.774033+00:00,2016-12-11T15:57:48.795778+00:00,starting,5,BV01540
2016-12-11T15:49:41.597638+00:00,2016-12-11T16:25:31.685963+00:00,starting,5,BV05251
2016-12-11T15:57:47.813521+00:00,2016-12-11T17:15:09.670107+00:00,ending,17,BV01410
2016-12-11T16:06:47.990526+00:00,2016-12-11T16:17:54.467747+00:00,starting,2,C1831
2016-12-11T16:09:35.587927+00:00,2016-12-11T16:38:48.631861+00:00,starting,6,V0617
2016-12-11T16:16:09.693211+00:00,2016-12-11T16:26:00+00:00,ending,0,463
2016-12-11T16:16:09.693211+00:00,2016-12-11T16:26:00+00:00,starting,0,463
2016-12-11T16:21:03.465497+00:00,2016-12-11T16:44:05.039002+00:00,starting,4,BV01491
2016-12-11T16:25:29.368687+00:00,2016-12-11T17:08:08.912261+00:00,ending,9,BV01505
2016-12-11T16:27:32.884027+00:00,2016-12-11T16:29:00+00:00,ending,0,463
2016-12-11T16:27:32.884027+00:00,2016-12-11T16:29:00+00:00,starting,0,463
2016-12-11T16:51:26.292172+00:00,2016-12-11T17:07:48.054855+00:00,ending,3,C1714
2016-12-11T17:23:37.920688+00:00,2016-12-11T17:51:43.401573+00:00,starting,5,BV01410
2016-12-11T17:25:53.191402+00:00,2016-12-11T18:12:29.337282+00:00,ending,11,492
2016-12-11T17:38:43.266115+00:00,2016-12-11T17:55:53.145859+00:00,starting,6,BV01505
2016-12-11T17:47:23.995247+00:00,2016-12-11T20:33:00+00:00,starting,32,282
2016-12-11T17:49:05.967661+00:00,2016-12-11T18:19:42.026048+00:00,starting,6,C1714
2016-12-11T17:49:48.759184+00:00,2016-12-11T18:02:24.770806+00:00,ending,2,1410
2016-12-11T17:52:04.108479+00:00,2016-12-11T18:22:00.700990+00:00,ending,6,1321
2016-12-11T18:01:20.154451+00:00,2016-12-11T18:14:28.451115+00:00,starting,2,463
2016-12-11T18:02:46.408027+00:00,2016-12-11T18:33:00+00:00,starting,8,V0602
2016-12-11T18:11:30.186004+00:00,2016-12-11T19:07:20.850886+00:00,ending,5,1410
2016-12-11T18:11:30.186004+00:00,2016-12-11T19:07:20.850886+00:00,starting,5,1410
2016-12-11T18:27:18.640267+00:00,2016-12-11T18:46:31.531061+00:00,ending,3,492
2016-12-11T18:27:18.640267+00:00,2016-12-11T18:46:31.531061+00:00,starting,3,492
2016-12-11T18:57:03.028140+00:00,2016-12-11T19:18:35.300629+00:00,starting,14,1321
2016-12-11T19:02:31.114977+00:00,2016-12-11T19:16:48.300315+00:00,ending,4,1122
2016-12-11T19:03:23.905099+00:00,2016-12-11T19:32:04.961787+00:00,ending,6,V0683
2016-12-11T19:26:10.305911+00:00,2016-12-11T19:50:40.680436+00:00,ending,5,306
2016-12-11T19:30:23.627518+00:00,2016-12-11T19:46:01.807779+00:00,ending,8,BV02741
2016-12-11T19:57:47.644350+00:00,2016-12-11T20:12:32.380311+00:00,starting,4,492
2016-12-11T20:07:31.577766+00:00,2016-12-11T20:35:29.799890+00:00,ending,7,BC02125
2016-12-11T21:49:08.096409+00:00,2016-12-11T22:14:26.599117+00:00,starting,6,BC02125
2016-12-11T22:07:16.330571+00:00,2016-12-11T22:19:52.625847+00:00,ending,4,BV01820
2016-12-11T22:11:37.647478+00:00,2016-12-11T22:38:44.831305+00:00,starting,7,306
2016-12-11T22:26:13.185873+00:00,2016-12-11T22:45:35.842941+00:00,ending,8,UV05536
2016-12-12T02:38:08.755205+00:00,2016-12-12T03:09:54.953082+00:00,ending,12,BV01820
2016-12-12T02:38:08.755205+00:00,2016-12-12T03:09:54.953082+00:00,starting,12,BV01820
2016-12-12T04:10:10.752827+00:00,2016-12-12T04:24:29.126181+00:00,starting,6,V0683
2016-12-12T06:11:09.357986+00:00,2016-12-12T06:37:36.965341+00:00,starting,6,1122
2016-12-12T06:34:48.865285+00:00,2016-12-12T06:55:15.857597+00:00,starting,5,BV02741
2016-12-12T07:04:48.793303+00:00,2016-12-12T07:42:38.277842+00:00,ending,8,BV05971
2016-12-12T07:14:51.834925+00:00,2016-12-12T07:27:04.071624+00:00,starting,2,1410
2016-12-12T07:16:27.229699+00:00,2016-12-12T07:26:16.927699+00:00,ending,2,V1029
2016-12-12T07:34:44.018319+00:00,2016-12-12T07:40:44.394737+00:00,starting,1,BV01820
2016-12-12T07:41:54.629208+00:00,2016-12-12T07:55:17.929988+00:00,ending,2,V1029
2016-12-12T07:41:54.629208+00:00,2016-12-12T07:55:17.929988+00:00,starting,2,V1029
2016-12-12T08:03:17.636885+00:00,2016-12-12T08:37:04.747296+00:00,starting,7,BV05971
2016-12-12T08:13:12.259829+00:00,2016-12-12T08:21:14.035791+00:00,ending,1,BV02636
2016-12-12T08:22:02.985200+00:00,2016-12-12T09:01:58.758191+00:00,starting,9,UV05536
2016-12-12T08:24:42.549949+00:00,2016-12-12T08:48:03.874096+00:00,starting,5,BV02636
2016-12-12T08:41:49.901866+00:00,2016-12-12T09:06:55.667683+00:00,starting,6,V1029
2016-12-12T08:43:07.727674+00:00,2016-12-12T09:14:17.227430+00:00,ending,9,1303
2016-12-12T09:18:46.896390+00:00,2016-12-12T09:42:34.768086+00:00,ending,5,BV01647
2016-12-12T09:20:27.416499+00:00,2016-12-12T10:00:48.703295+00:00,starting,16,1303
2016-12-12T09:58:17.061743+00:00,2016-12-12T10:07:37.814205+00:00,starting,2,BV01647
2016-12-12T10:37:20.737724+00:00,2016-12-12T10:59:00.386444+00:00,ending,6,1436
2016-12-12T11:51:19.902853+00:00,2016-12-12T12:21:56.968867+00:00,starting,13,1436
2016-12-12T11:58:07.254191+00:00,2016-12-12T12:18:52.317682+00:00,ending,5,BC02126
2016-12-12T12:01:29.609918+00:00,2016-12-12T12:22:26.229285+00:00,ending,5,BV01669
2016-12-12T12:10:17.569364+00:00,2016-12-12T13:48:30.576601+00:00,ending,30,V0305
2016-12-12T13:34:33.306741+00:00,2016-12-12T13:57:00+00:00,starting,10,BV01669
2016-12-12T14:10:17.674590+00:00,2016-12-12T14:21:48.283348+00:00,starting,2,BC02126
2016-12-12T14:14:26.213884+00:00,2016-12-12T14:40:34.305460+00:00,ending,6,V0270
2016-12-12T15:38:29.662932+00:00,2016-12-12T15:59:47.336521+00:00,ending,6,938
2016-12-12T15:38:57.912155+00:00,2016-12-12T18:51:42.271371+00:00,starting,31,V0270
2016-12-12T15:44:59.069806+00:00,2016-12-12T16:11:46.968266+00:00,ending,5,C1766
2016-12-12T16:51:24.455008+00:00,2016-12-12T17:04:07.184774+00:00,ending,1,BV01513
2016-12-12T17:51:14.114828+00:00,2016-12-12T18:55:06.717289+00:00,ending,10,C1764
2016-12-12T18:11:15.960141+00:00,2016-12-12T18:29:08.213824+00:00,ending,2,V0672
2016-12-12T18:18:50.239359+00:00,2016-12-12T19:12:45.690316+00:00,ending,10,V0623
2016-12-12T18:24:51.751525+00:00,2016-12-12T18:34:46.829389+00:00,starting,1,C1766
2016-12-12T18:52:07.149806+00:00,2016-12-12T19:23:58.331711+00:00,ending,8,950
2016-12-12T18:52:12.688900+00:00,2016-12-12T19:00:58.140531+00:00,starting,1,V0672
2016-12-12T20:37:52.663029+00:00,2016-12-12T20:57:57.568481+00:00,starting,8,950
2016-12-12T20:53:31.589899+00:00,2016-12-12T21:04:42.569484+00:00,starting,5,938
2016-12-12T21:06:22.395818+00:00,2016-12-12T21:22:19.160918+00:00,ending,5,782
2016-12-12T21:37:18.262404+00:00,2016-12-12T21:57:51.747005+00:00,starting,7,782
2016-12-12T22:03:03.464796+00:00,2016-12-12T22:22:23.200827+00:00,ending,7,BV05547
2016-12-12T22:15:12.114188+00:00,2016-12-12T22:41:45.807479+00:00,ending,8,BV05785
2016-12-13T05:48:02.887881+00:00,2016-12-13T06:18:16.583878+00:00,starting,16,BV05785
2016-12-13T05:49:39.104997+00:00,2016-12-13T06:52:29.285477+00:00,ending,14,BC02331
2016-12-13T06:10:52.545119+00:00,2016-12-13T06:39:07.160934+00:00,starting,7,BV05547
2016-12-13T06:44:48.857249+00:00,2016-12-13T07:02:02.219737+00:00,starting,3,V0623
2016-12-13T06:56:13.527648+00:00,2016-12-13T07:11:01.692117+00:00,ending,2,V0659
2016-12-13T07:07:30.267174+00:00,2016-12-13T07:43:35.701876+00:00,starting,7,C1764
2016-12-13T07:10:06.975719+00:00,2016-12-13T08:09:11.432389+00:00,ending,8,235
2016-12-13T07:15:52.494427+00:00,2016-12-13T08:00:05.797756+00:00,starting,7,V0659
2016-12-13T07:20:51.462913+00:00,2016-12-13T11:45:13.036452+00:00,ending,50,V0022
2016-12-13T07:37:58.249892+00:00,2016-12-13T08:37:29.457989+00:00,ending,15,V0013
2016-12-13T08:09:45.405501+00:00,2016-12-13T08:38:52.304759+00:00,ending,5,861
2016-12-13T08:11:21.220364+00:00,2016-12-13T08:25:01.108341+00:00,starting,3,BV01513
2016-12-13T08:24:32.734440+00:00,2016-12-13T09:12:02.687829+00:00,ending,9,BV02772
2016-12-13T08:25:04.900376+00:00,2016-12-13T09:20:15.115079+00:00,starting,10,BC02331
2016-12-13T08:31:48.055808+00:00,2016-12-13T09:01:12.843550+00:00,starting,6,235
2016-12-13T09:00:24.668230+00:00,2016-12-13T09:26:13.315392+00:00,starting,6,V0305
2016-12-13T09:06:06.891059+00:00,2016-12-13T09:23:33.524882+00:00,ending,4,BV06237
2016-12-13T09:07:04.179897+00:00,2016-12-13T09:52:44.466412+00:00,ending,13,BV01305
2016-12-13T09:08:33.566111+00:00,2016-12-13T09:16:13.132903+00:00,ending,2,C1683
2016-12-13T09:09:39.860814+00:00,2016-12-13T09:20:55.954895+00:00,ending,2,131
2016-12-13T09:10:33.411025+00:00,2016-12-13T09:46:59.749104+00:00,starting,12,V0013
2016-12-13T09:19:53.019378+00:00,2016-12-13T09:56:02.480967+00:00,starting,16,861
2016-12-13T09:35:43.995291+00:00,2016-12-13T10:13:32.268615+00:00,starting,6,C1683
2016-12-13T09:36:44.237464+00:00,2016-12-13T10:01:52.347970+00:00,starting,5,BV02772
2016-12-13T10:20:37.046509+00:00,2016-12-13T10:55:16.797019+00:00,starting,16,BV06237
2016-12-13T11:07:43.582390+00:00,2016-12-13T12:32:48.201244+00:00,starting,14,131
2016-12-13T11:20:20.551917+00:00,2016-12-13T11:26:38.298341+00:00,ending,1,BV06257
2016-12-13T11:25:58.703678+00:00,2016-12-13T11:37:02.045539+00:00,ending,1,1370
2016-12-13T11:58:39.017845+00:00,2016-12-13T12:11:03.851197+00:00,starting,3,BV06257
2016-12-13T12:18:44.678316+00:00,2016-12-13T13:11:30.108505+00:00,starting,10,1370
2016-12-13T12:20:24.257402+00:00,2016-12-13T12:48:14.673702+00:00,starting,7,BV01305
2016-12-13T13:18:46.051147+00:00,2016-12-13T13:42:08.606859+00:00,ending,8,1424
2016-12-13T13:38:18.205034+00:00,2016-12-13T13:59:45.798307+00:00,starting,9,V0022
2016-12-13T13:40:18.744644+00:00,2016-12-13T13:50:47.761395+00:00,ending,1,V0035
2016-12-13T13:51:27.324110+00:00,2016-12-13T14:05:38.678398+00:00,ending,2,BV06257
2016-12-13T14:16:11.477935+00:00,2016-12-13T14:46:30.183425+00:00,ending,6,1325
2016-12-13T14:23:59.598072+00:00,2016-12-13T14:39:33.692110+00:00,starting,4,V0035
2016-12-13T14:32:14.440443+00:00,2016-12-13T14:56:32.689288+00:00,ending,7,1411
2016-12-13T15:02:18.109627+00:00,2016-12-13T15:15:22.118947+00:00,ending,2,166
2016-12-13T15:24:04.509793+00:00,2016-12-13T15:34:18.824452+00:00,ending,2,BV01686
2016-12-13T15:25:42.168033+00:00,2016-12-13T15:39:19.353135+00:00,starting,3,1325
2016-12-13T15:33:58.041621+00:00,2016-12-13T16:09:50.451248+00:00,ending,7,V0312
2016-12-13T15:36:53.502376+00:00,2016-12-13T15:52:29.251083+00:00,ending,5,V0035
2016-12-13T15:43:35.224619+00:00,2016-12-13T15:54:44.410409+00:00,starting,2,BV01686
2016-12-13T16:09:39.873838+00:00,2016-12-13T16:45:13.960100+00:00,starting,7,BV06257
2016-12-13T16:13:51.768161+00:00,2016-12-13T17:03:00.978232+00:00,starting,9,V0035
2016-12-13T16:27:49.233778+00:00,2016-12-13T17:11:43.378795+00:00,ending,6,V0384
2016-12-13T16:33:31.874533+00:00,2016-12-13T16:58:03.215063+00:00,starting,4,1424
2016-12-13T16:54:58.396237+00:00,2016-12-13T17:15:38.537114+00:00,starting,4,1411
2016-12-13T17:00:17.473452+00:00,2016-12-13T17:51:23.978439+00:00,ending,4,1304
2016-12-13T17:03:39.784755+00:00,2016-12-13T17:26:56.212642+00:00,starting,4,V0312
2016-12-13T17:14:17.816988+00:00,2016-12-13T17:55:58.116206+00:00,starting,7,V0384
2016-12-13T17:14:45.884727+00:00,2016-12-13T17:40:53.986644+00:00,starting,5,166
2016-12-13T17:26:33.741575+00:00,2016-12-13T17:44:43.007988+00:00,ending,3,1328
2016-12-13T17:33:53.969322+00:00,2016-12-13T18:01:59.203997+00:00,ending,4,BV05468
2016-12-13T17:36:05.431556+00:00,2016-12-13T17:57:31.209059+00:00,ending,3,V0041
2016-12-13T17:44:21.648470+00:00,2016-12-13T18:11:24.056796+00:00,ending,3,V0799
2016-12-13T18:05:45.156234+00:00,2016-12-13T18:24:40.483420+00:00,ending,4,1017
2016-12-13T18:08:18.225570+00:00,2016-12-13T18:33:39.472039+00:00,starting,7,1328
2016-12-13T18:12:28.375039+00:00,2016-12-13T18:42:31.373012+00:00,ending,5,V0001
2016-12-13T18:36:33.145439+00:00,2016-12-13T19:06:12.294089+00:00,starting,5,V0799
2016-12-13T18:38:32.249050+00:00,2016-12-13T18:47:20.188738+00:00,starting,2,1017
2016-12-13T18:41:49.984685+00:00,2016-12-13T19:46:10.578208+00:00,ending,11,230
2016-12-13T18:48:22.026799+00:00,2016-12-13T19:28:20.568482+00:00,ending,8,644
2016-12-13T18:55:14.400718+00:00,2016-12-13T19:26:00.894464+00:00,ending,7,495
2016-12-13T18:57:16.079302+00:00,2016-12-13T19:16:57.947667+00:00,starting,5,V0001
2016-12-13T18:57:36.890143+00:00,2016-12-13T19:25:04.059979+00:00,starting,7,V0041
2016-12-13T19:05:18.699831+00:00,2016-12-13T19:24:34.173071+00:00,ending,5,BV05154
2016-12-13T19:09:56.037514+00:00,2016-12-13T19:49:14.048182+00:00,starting,12,BV05468
2016-12-13T19:15:08.448620+00:00,2016-12-13T19:58:03.084467+00:00,starting,8,1304
2016-12-13T19:27:15.721589+00:00,2016-12-13T19:44:31.155297+00:00,ending,4,BV01385
2016-12-13T20:16:11.941854+00:00,2016-12-13T20:31:21.939900+00:00,ending,6,V0720
2016-12-13T20:25:40.945365+00:00,2016-12-13T20:56:31.210853+00:00,starting,17,230
2016-12-13T20:27:55.126428+00:00,2016-12-13T20:55:29.606505+00:00,starting,8,644
2016-12-13T21:01:16.813826+00:00,2016-12-13T21:30:02.017124+00:00,ending,9,V0839
2016-12-13T21:33:20.685600+00:00,2016-12-13T21:52:53.571854+00:00,ending,5,C2050
2016-12-13T21:51:55.219318+00:00,2016-12-13T22:06:44.716503+00:00,starting,4,495
2016-12-13T22:01:36.128752+00:00,2016-12-13T22:07:41.679932+00:00,ending,0,V0839
2016-12-13T22:01:36.128752+00:00,2016-12-13T22:07:41.679932+00:00,starting,0,V0839
2016-12-13T22:10:37.621535+00:00,2016-12-13T22:32:47.003943+00:00,starting,11,C2050
2016-12-13T22:15:34.459547+00:00,2016-12-13T22:34:27.346279+00:00,ending,8,434
2016-12-13T22:20:20.598436+00:00,2016-12-13T23:01:35.299698+00:00,ending,18,BV02705
2016-12-13T23:16:11.759561+00:00,2016-12-13T23:37:49.709634+00:00,starting,8,V0839
2016-12-14T00:44:45.391160+00:00,2016-12-14T00:55:36.148606+00:00,ending,5,UV05696
2016-12-14T05:44:22.713948+00:00,2016-12-14T06:18:33.112448+00:00,ending,14,BC02351
2016-12-14T06:05:33.626204+00:00,2016-12-14T06:29:36.560597+00:00,starting,7,V0720
2016-12-14T06:17:20.043045+00:00,2016-12-14T06:44:49.056183+00:00,starting,8,BV02705
2016-12-14T06:32:32.981225+00:00,2016-12-14T06:44:16.106553+00:00,starting,3,BV05154
2016-12-14T06:42:39.854478+00:00,2016-12-14T07:12:56.001725+00:00,ending,9,BV02801
2016-12-14T06:44:27.539379+00:00,2016-12-14T11:23:32.079976+00:00,ending,50,1396
2016-12-14T06:52:42.489478+00:00,2016-12-14T07:12:10.245669+00:00,starting,3,434
2016-12-14T07:04:16.354994+00:00,2016-12-14T07:35:58.588275+00:00,starting,6,BV01385
2016-12-14T07:11:52.296688+00:00,2016-12-14T07:44:41.703152+00:00,ending,6,BV05760
2016-12-14T07:15:32.178619+00:00,2016-12-14T07:37:06.527484+00:00,starting,4,BC02351
2016-12-14T07:17:48.291905+00:00,2016-12-14T07:57:01.986650+00:00,starting,8,UV05696
2016-12-14T07:50:39.277851+00:00,2016-12-14T08:45:00+00:00,starting,8,BV05760
2016-12-14T08:04:49.724536+00:00,2016-12-14T08:24:16.920653+00:00,starting,4,BV02801
2016-12-14T08:43:49.744512+00:00,2016-12-14T08:52:41.053668+00:00,ending,1,BV02801
2016-12-14T08:46:48.575122+00:00,2016-12-14T08:55:08.145622+00:00,ending,1,BV01463
2016-12-14T09:03:16.232804+00:00,2016-12-14T09:22:04.282680+00:00,ending,4000,BV02625
2016-12-14T09:05:56.295662+00:00,2016-12-14T09:30:34.886991+00:00,ending,5,BV01845
2016-12-14T09:31:04.904725+00:00,2016-12-14T09:54:27.982892+00:00,starting,5,BV02801
2016-12-14T10:09:22.344997+00:00,2016-12-14T10:56:42.523318+00:00,ending,6,1172
2016-12-14T10:23:54.264101+00:00,2016-12-14T10:53:53.910750+00:00,starting,7,BV01845
2016-12-14T10:32:35.900990+00:00,2016-12-14T11:05:44.719346+00:00,starting,7000,BV02625
2016-12-14T11:18:42.565966+00:00,2016-12-14T12:08:57.576294+00:00,ending,9,1172
2016-12-14T11:18:42.565966+00:00,2016-12-14T12:08:57.576294+00:00,starting,9,1172
2016-12-14T11:24:01.070351+00:00,2016-12-14T11:31:50.982692+00:00,ending,1,1420
2016-12-14T11:58:51.278614+00:00,2016-12-14T12:44:03.510682+00:00,ending,7,V0953
2016-12-14T12:28:04.134714+00:00,2016-12-14T12:36:09.293400+00:00,starting,3,BV01463
2016-12-14T12:32:55.993506+00:00,2016-12-14T13:05:21.988077+00:00,starting,13,1172
2016-12-14T12:35:11.744418+00:00,2016-12-14T12:49:19.682452+00:00,starting,2,1420
2016-12-14T12:38:53.086967+00:00,2016-12-14T12:54:25.695355+00:00,ending,3,BC02307
2016-12-14T13:43:28.058696+00:00,2016-12-14T14:14:34.560885+00:00,starting,5,BC02307
2016-12-14T13:43:53.962727+00:00,2016-12-14T14:06:15.512252+00:00,starting,5,1396
2016-12-14T13:44:16.857575+00:00,2016-12-14T14:18:29.832704+00:00,starting,8,V0953
2016-12-14T13:47:54.828314+00:00,2016-12-14T14:09:18.309953+00:00,ending,5,947
2016-12-14T14:15:24.019665+00:00,2016-12-14T14:32:16.612877+00:00,starting,4,947
2016-12-14T15:01:52.592295+00:00,2016-12-14T18:54:00+00:00,ending,34,C1791
2016-12-14T15:30:26.548555+00:00,2016-12-14T20:07:31.882488+00:00,ending,28,V0815
2016-12-14T15:32:27.621048+00:00,2016-12-14T16:05:54.337330+00:00,ending,7,C1670
2016-12-14T15:37:43.029275+00:00,2016-12-14T15:46:29.757490+00:00,ending,2,BC02174
2016-12-14T16:27:21.757962+00:00,2016-12-14T16:52:57.776284+00:00,starting,6,BC02174
2016-12-14T16:51:11.612220+00:00,2016-12-14T17:06:04.983552+00:00,ending,1,1318
